id,province,category,score_category,hotel,score_hotel
292,Cuenca,Cleanliness,9.5,Hostal Casa de Lidice,9.1
293,Cuenca,Comfort,9.3,Hostal Casa de Lidice,9.1
294,Cuenca,Value for money,9.1,Hostal Casa de Lidice,9.1
295,Cuenca,Location,9.3,Hostal Casa de Lidice,9.1
296,Cuenca,Free WiFi,6.2,Hostal Casa de Lidice,9.1
297,Cuenca,Staff,9.5,Apartamentos Otorongo Cuenca Ecuador,8.9
298,Cuenca,Facilities,9.0,Apartamentos Otorongo Cuenca Ecuador,8.9
299,Cuenca,Cleanliness,9.1,Apartamentos Otorongo Cuenca Ecuador,8.9
300,Cuenca,Comfort,8.9,Apartamentos Otorongo Cuenca Ecuador,8.9
301,Cuenca,Value for money,8.9,Apartamentos Otorongo Cuenca Ecuador,8.9
302,Cuenca,Location,9.5,Apartamentos Otorongo Cuenca Ecuador,8.9
303,Cuenca,Free WiFi,9.4,Apartamentos Otorongo Cuenca Ecuador,8.9
304,Cuenca,Staff,9.2,El Dorado Hotel,9.0
305,Cuenca,Facilities,9.0,El Dorado Hotel,9.0
306,Cuenca,Cleanliness,9.3,El Dorado Hotel,9.0
307,Cuenca,Comfort,9.4,El Dorado Hotel,9.0
308,Cuenca,Value for money,8.8,El Dorado Hotel,9.0
309,Cuenca,Location,9.5,El Dorado Hotel,9.0
310,Cuenca,Free WiFi,8.9,El Dorado Hotel,9.0
311,Cuenca,Staff,8.4,Check Inn Bed and Breakfast,7.7
312,Cuenca,Facilities,7.4,Check Inn Bed and Breakfast,7.7
313,Cuenca,Cleanliness,8.0,Check Inn Bed and Breakfast,7.7
314,Cuenca,Comfort,7.7,Check Inn Bed and Breakfast,7.7
315,Cuenca,Value for money,8.4,Check Inn Bed and Breakfast,7.7
316,Cuenca,Location,9.5,Check Inn Bed and Breakfast,7.7
317,Cuenca,Free WiFi,7.3,Check Inn Bed and Breakfast,7.7
318,Cuenca,Staff,9.0,Hotel Valgus,8.7
319,Cuenca,Facilities,8.9,Hotel Valgus,8.7
320,Cuenca,Cleanliness,9.1,Hotel Valgus,8.7
321,Cuenca,Comfort,9.2,Hotel Valgus,8.7
322,Cuenca,Value for money,8.6,Hotel Valgus,8.7
323,Cuenca,Location,9.4,Hotel Valgus,8.7
324,Cuenca,Free WiFi,6.5,Hotel Valgus,8.7
325,Cuenca,Staff,8.3,Hotel Spa Santa Ana,7.5
326,Cuenca,Facilities,7.5,Hotel Spa Santa Ana,7.5
327,Cuenca,Cleanliness,8.0,Hotel Spa Santa Ana,7.5
328,Cuenca,Comfort,7.9,Hotel Spa Santa Ana,7.5
329,Cuenca,Value for money,7.6,Hotel Spa Santa Ana,7.5
330,Cuenca,Location,9.0,Hotel Spa Santa Ana,7.5
331,Cuenca,Free WiFi,7.5,Hotel Spa Santa Ana,7.5
332,Quito,Staff,9.3,Hotel David,8.7
333,Quito,Facilities,8.6,Hotel David,8.7
334,Quito,Cleanliness,8.9,Hotel David,8.7
335,Quito,Comfort,8.8,Hotel David,8.7
336,Quito,Value for money,9.0,Hotel David,8.7
337,Quito,Location,8.8,Hotel David,8.7
338,Quito,Free WiFi,8.6,Hotel David,8.7
339,Quito,Staff,9.3,Rincón Familiar Hostel Boutique,8.3
340,Quito,Facilities,8.1,Rincón Familiar Hostel Boutique,8.3
341,Quito,Cleanliness,8.6,Rincón Familiar Hostel Boutique,8.3
342,Quito,Comfort,8.5,Rincón Familiar Hostel Boutique,8.3
343,Quito,Value for money,8.6,Rincón Familiar Hostel Boutique,8.3
344,Quito,Location,9.1,Rincón Familiar Hostel Boutique,8.3
345,Quito,Free WiFi,8.6,Rincón Familiar Hostel Boutique,8.3
346,Quito,Staff,9.2,Boutique Hotel Antinea,8.9
347,Quito,Facilities,8.9,Boutique Hotel Antinea,8.9
348,Quito,Cleanliness,9.1,Boutique Hotel Antinea,8.9
349,Quito,Comfort,9.0,Boutique Hotel Antinea,8.9
350,Quito,Value for money,8.9,Boutique Hotel Antinea,8.9
351,Quito,Location,9.2,Boutique Hotel Antinea,8.9
352,Quito,Free WiFi,8.6,Boutique Hotel Antinea,8.9
353,Quito,Staff,9.0,Hotel Bellavista Quito,8.1
354,Quito,Facilities,8.0,Hotel Bellavista Quito,8.1
355,Quito,Cleanliness,8.5,Hotel Bellavista Quito,8.1
356,Quito,Comfort,8.4,Hotel Bellavista Quito,8.1
357,Quito,Value for money,8.2,Hotel Bellavista Quito,8.1
358,Quito,Location,8.6,Hotel Bellavista Quito,8.1
359,Quito,Free WiFi,8.7,Hotel Bellavista Quito,8.1
360,Quito,Staff,9.1,Hotel Bernys Estrellita,7.7
361,Quito,Facilities,7.8,Hotel Bernys Estrellita,7.7
362,Quito,Cleanliness,8.4,Hotel Bernys Estrellita,7.7
363,Quito,Comfort,8.0,Hotel Bernys Estrellita,7.7
364,Quito,Value for money,8.5,Hotel Bernys Estrellita,7.7
365,Quito,Location,8.2,Hotel Bernys Estrellita,7.7
366,Quito,Free WiFi,5.8,Hotel Bernys Estrellita,7.7
367,Quito,Staff,9.3,Wyndham Garden Quito,9.0
368,Quito,Facilities,8.9,Wyndham Garden Quito,9.0
369,Quito,Cleanliness,9.3,Wyndham Garden Quito,9.0
370,Quito,Comfort,9.3,Wyndham Garden Quito,9.0
371,Quito,Value for money,8.8,Wyndham Garden Quito,9.0
372,Quito,Location,9.4,Wyndham Garden Quito,9.0
373,Quito,Free WiFi,8.9,Wyndham Garden Quito,9.0
374,Quito,Staff,9.8,Posada Tambuca,9.4
375,Quito,Facilities,9.2,Posada Tambuca,9.4
376,Quito,Cleanliness,9.5,Posada Tambuca,9.4
377,Quito,Comfort,9.3,Posada Tambuca,9.4
378,Quito,Value for money,9.5,Posada Tambuca,9.4
379,Quito,Location,9.3,Posada Tambuca,9.4
380,Quito,Free WiFi,9.6,Posada Tambuca,9.4
381,Quito,Staff,9.4,Hostal Yumbo Imperial,8.4
382,Quito,Facilities,8.0,Hostal Yumbo Imperial,8.4
383,Quito,Cleanliness,8.3,Hostal Yumbo Imperial,8.4
384,Quito,Comfort,8.1,Hostal Yumbo Imperial,8.4
385,Quito,Value for money,9.1,Hostal Yumbo Imperial,8.4
386,Quito,Location,9.5,Hostal Yumbo Imperial,8.4
387,Quito,Free WiFi,8.1,Hostal Yumbo Imperial,8.4
388,Quito,Staff,9.2,Hotel Reina Isabel,8.9
389,Quito,Facilities,9.0,Hotel Reina Isabel,8.9
390,Quito,Cleanliness,9.3,Hotel Reina Isabel,8.9
391,Quito,Comfort,9.2,Hotel Reina Isabel,8.9
392,Quito,Value for money,8.9,Hotel Reina Isabel,8.9
393,Quito,Location,8.8,Hotel Reina Isabel,8.9
394,Quito,Free WiFi,8.4,Hotel Reina Isabel,8.9
395,Quito,Staff,9.9,Hotel Casona 1914,9.7
396,Quito,Facilities,9.7,Hotel Casona 1914,9.7
397,Quito,Cleanliness,9.8,Hotel Casona 1914,9.7
398,Quito,Comfort,9.8,Hotel Casona 1914,9.7
399,Quito,Value for money,9.7,Hotel Casona 1914,9.7
400,Quito,Location,9.1,Hotel Casona 1914,9.7
401,Quito,Free WiFi,9.3,Hotel Casona 1914,9.7
402,Quito,Staff,8.8,Hostal Juana de Arco,8.3
403,Quito,Facilities,8.1,Hostal Juana de Arco,8.3
404,Quito,Cleanliness,8.7,Hostal Juana de Arco,8.3
405,Quito,Comfort,8.3,Hostal Juana de Arco,8.3
406,Quito,Value for money,9.1,Hostal Juana de Arco,8.3
407,Quito,Location,9.2,Hostal Juana de Arco,8.3
408,Quito,Free WiFi,8.9,Hostal Juana de Arco,8.3
409,Quito,Staff,9.0,ibis Quito,8.8
410,Quito,Facilities,9.0,ibis Quito,8.8
411,Quito,Cleanliness,9.3,ibis Quito,8.8
412,Quito,Comfort,9.1,ibis Quito,8.8
413,Quito,Value for money,8.9,ibis Quito,8.8
414,Quito,Location,9.3,ibis Quito,8.8
415,Quito,Free WiFi,8.8,ibis Quito,8.8
416,Quito,Staff,9.5,ArtPlaza,8.8
417,Quito,Facilities,8.6,ArtPlaza,8.8
418,Quito,Cleanliness,9.1,ArtPlaza,8.8
419,Quito,Comfort,8.9,ArtPlaza,8.8
420,Quito,Value for money,8.8,ArtPlaza,8.8
421,Quito,Location,8.9,ArtPlaza,8.8
422,Quito,Free WiFi,9.0,ArtPlaza,8.8
423,Quito,Staff,8.9,ITSAHOME Apartments Torre Seis,8.7
424,Quito,Facilities,8.7,ITSAHOME Apartments Torre Seis,8.7
425,Quito,Cleanliness,9.0,ITSAHOME Apartments Torre Seis,8.7
426,Quito,Comfort,9.0,ITSAHOME Apartments Torre Seis,8.7
427,Quito,Value for money,8.9,ITSAHOME Apartments Torre Seis,8.7
428,Quito,Location,9.1,ITSAHOME Apartments Torre Seis,8.7
429,Quito,Free WiFi,8.0,ITSAHOME Apartments Torre Seis,8.7
430,Quito,Staff,9.7,Vista del Angel Hotel Boutique,9.3
431,Quito,Facilities,9.4,Vista del Angel Hotel Boutique,9.3
432,Quito,Cleanliness,9.6,Vista del Angel Hotel Boutique,9.3
433,Quito,Comfort,9.6,Vista del Angel Hotel Boutique,9.3
434,Quito,Value for money,9.2,Vista del Angel Hotel Boutique,9.3
435,Quito,Location,9.0,Vista del Angel Hotel Boutique,9.3
436,Quito,Free WiFi,9.5,Vista del Angel Hotel Boutique,9.3
437,Quito,Staff,9.2,Hotel Huasi Continental,8.2
438,Quito,Facilities,8.0,Hotel Huasi Continental,8.2
439,Quito,Cleanliness,8.5,Hotel Huasi Continental,8.2
440,Quito,Comfort,8.4,Hotel Huasi Continental,8.2
441,Quito,Value for money,8.5,Hotel Huasi Continental,8.2
442,Quito,Location,9.0,Hotel Huasi Continental,8.2
443,Quito,Free WiFi,10,Hotel Huasi Continental,8.2
444,Quito,Staff,8.8,Dann Carlton Quito,8.7
445,Quito,Facilities,8.8,Dann Carlton Quito,8.7
446,Quito,Cleanliness,9.1,Dann Carlton Quito,8.7
447,Quito,Comfort,9.2,Dann Carlton Quito,8.7
448,Quito,Value for money,8.4,Dann Carlton Quito,8.7
449,Quito,Location,9.5,Dann Carlton Quito,8.7
450,Quito,Free WiFi,8.4,Dann Carlton Quito,8.7
451,Guayaquil,Staff,8.0,Hotel Air Suites,7.5
452,Guayaquil,Facilities,7.3,Hotel Air Suites,7.5
453,Guayaquil,Cleanliness,7.9,Hotel Air Suites,7.5
454,Guayaquil,Comfort,7.7,Hotel Air Suites,7.5
455,Guayaquil,Value for money,7.4,Hotel Air Suites,7.5
456,Guayaquil,Location,8.5,Hotel Air Suites,7.5
457,Guayaquil,Free WiFi,7.1,Hotel Air Suites,7.5
458,Guayaquil,Staff,8.7,Hotel Perla Central,7.9
459,Guayaquil,Facilities,7.8,Hotel Perla Central,7.9
460,Guayaquil,Cleanliness,8.1,Hotel Perla Central,7.9
461,Guayaquil,Comfort,8.1,Hotel Perla Central,7.9
462,Guayaquil,Value for money,8.1,Hotel Perla Central,7.9
463,Guayaquil,Location,9.3,Hotel Perla Central,7.9
464,Guayaquil,Free WiFi,7.9,Hotel Perla Central,7.9
465,Guayaquil,Staff,9.3,Hotel Palace Guayaquil,8.9
466,Guayaquil,Facilities,8.9,Hotel Palace Guayaquil,8.9
467,Guayaquil,Cleanliness,9.3,Hotel Palace Guayaquil,8.9
468,Guayaquil,Comfort,9.1,Hotel Palace Guayaquil,8.9
469,Guayaquil,Value for money,8.8,Hotel Palace Guayaquil,8.9
470,Guayaquil,Location,8.9,Hotel Palace Guayaquil,8.9
471,Guayaquil,Free WiFi,8.8,Hotel Palace Guayaquil,8.9
472,Guayaquil,Staff,9.3,River Garden Hotel + Suites,8.8
473,Guayaquil,Facilities,9.1,River Garden Hotel + Suites,8.8
474,Guayaquil,Cleanliness,9.3,River Garden Hotel + Suites,8.8
475,Guayaquil,Comfort,9.3,River Garden Hotel + Suites,8.8
476,Guayaquil,Value for money,8.5,River Garden Hotel + Suites,8.8
477,Guayaquil,Location,9.4,River Garden Hotel + Suites,8.8
478,Guayaquil,Free WiFi,8.6,River Garden Hotel + Suites,8.8
479,Guayaquil,Staff,8.9,TRYP by Wyndham Guayaquil,8.5
480,Guayaquil,Facilities,8.5,TRYP by Wyndham Guayaquil,8.5
481,Guayaquil,Cleanliness,8.8,TRYP by Wyndham Guayaquil,8.5
482,Guayaquil,Comfort,8.8,TRYP by Wyndham Guayaquil,8.5
483,Guayaquil,Value for money,8.2,TRYP by Wyndham Guayaquil,8.5
484,Guayaquil,Location,9.4,TRYP by Wyndham Guayaquil,8.5
485,Guayaquil,Free WiFi,8.8,TRYP by Wyndham Guayaquil,8.5
486,Guayaquil,Staff,8.9,Wyndham Garden Guayaquil,8.5
487,Guayaquil,Facilities,8.6,Wyndham Garden Guayaquil,8.5
488,Guayaquil,Cleanliness,9.0,Wyndham Garden Guayaquil,8.5
489,Guayaquil,Comfort,9.0,Wyndham Garden Guayaquil,8.5
490,Guayaquil,Value for money,8.4,Wyndham Garden Guayaquil,8.5
491,Guayaquil,Location,9.2,Wyndham Garden Guayaquil,8.5
492,Guayaquil,Free WiFi,8.6,Wyndham Garden Guayaquil,8.5
493,Guayaquil,Staff,9.3,Unipark by Oro Verde Hotels,8.8
494,Guayaquil,Facilities,8.8,Unipark by Oro Verde Hotels,8.8
495,Guayaquil,Cleanliness,9.1,Unipark by Oro Verde Hotels,8.8
496,Guayaquil,Comfort,9.1,Unipark by Oro Verde Hotels,8.8
497,Guayaquil,Value for money,8.6,Unipark by Oro Verde Hotels,8.8
498,Guayaquil,Location,9.2,Unipark by Oro Verde Hotels,8.8
499,Guayaquil,Free WiFi,9.1,Unipark by Oro Verde Hotels,8.8
500,Guayaquil,Staff,9.2,Holiday Inn Guayaquil Airport; an IHG Hotel,8.8
501,Guayaquil,Facilities,9.1,Holiday Inn Guayaquil Airport; an IHG Hotel,8.8
502,Guayaquil,Cleanliness,9.3,Holiday Inn Guayaquil Airport; an IHG Hotel,8.8
503,Guayaquil,Comfort,9.3,Holiday Inn Guayaquil Airport; an IHG Hotel,8.8
504,Guayaquil,Value for money,8.4,Holiday Inn Guayaquil Airport; an IHG Hotel,8.8
505,Guayaquil,Location,9.4,Holiday Inn Guayaquil Airport; an IHG Hotel,8.8
506,Guayaquil,Free WiFi,8.8,Holiday Inn Guayaquil Airport; an IHG Hotel,8.8
507,Guayaquil,Staff,9.0,YU! Smarthotels,8.5
508,Guayaquil,Facilities,8.4,YU! Smarthotels,8.5
509,Guayaquil,Cleanliness,8.8,YU! Smarthotels,8.5
510,Guayaquil,Comfort,8.8,YU! Smarthotels,8.5
511,Guayaquil,Value for money,8.5,YU! Smarthotels,8.5
512,Guayaquil,Location,8.5,YU! Smarthotels,8.5
513,Guayaquil,Free WiFi,8.4,YU! Smarthotels,8.5
514,Guayaquil,Staff,9.3,Wyndham Guayaquil; Puerto Santa Ana,8.9
515,Guayaquil,Facilities,9.1,Wyndham Guayaquil; Puerto Santa Ana,8.9
516,Guayaquil,Cleanliness,9.3,Wyndham Guayaquil; Puerto Santa Ana,8.9
517,Guayaquil,Comfort,9.4,Wyndham Guayaquil; Puerto Santa Ana,8.9
518,Guayaquil,Value for money,8.5,Wyndham Guayaquil; Puerto Santa Ana,8.9
519,Guayaquil,Location,9.5,Wyndham Guayaquil; Puerto Santa Ana,8.9
520,Guayaquil,Free WiFi,8.9,Wyndham Guayaquil; Puerto Santa Ana,8.9
521,Guayaquil,Staff,8.9,Hotel de Alborada,8.4
522,Guayaquil,Facilities,8.4,Hotel de Alborada,8.4
523,Guayaquil,Cleanliness,8.8,Hotel de Alborada,8.4
524,Guayaquil,Comfort,8.5,Hotel de Alborada,8.4
525,Guayaquil,Value for money,8.4,Hotel de Alborada,8.4
526,Guayaquil,Location,8.4,Hotel de Alborada,8.4
527,Guayaquil,Free WiFi,8.8,Hotel de Alborada,8.4
528,Guayaquil,Staff,8.9,The Park Hotel,7.9
529,Guayaquil,Facilities,7.6,The Park Hotel,7.9
530,Guayaquil,Cleanliness,8.3,The Park Hotel,7.9
531,Guayaquil,Comfort,8.0,The Park Hotel,7.9
532,Guayaquil,Value for money,7.8,The Park Hotel,7.9
533,Guayaquil,Location,9.1,The Park Hotel,7.9
534,Guayaquil,Free WiFi,7.8,The Park Hotel,7.9
535,Guayaquil,Staff,9.1,Sheraton Guayaquil,8.7
536,Guayaquil,Facilities,8.7,Sheraton Guayaquil,8.7
537,Guayaquil,Cleanliness,9.1,Sheraton Guayaquil,8.7
538,Guayaquil,Comfort,9.1,Sheraton Guayaquil,8.7
539,Guayaquil,Value for money,8.3,Sheraton Guayaquil,8.7
540,Guayaquil,Location,9.4,Sheraton Guayaquil,8.7
541,Guayaquil,Free WiFi,8.8,Sheraton Guayaquil,8.7
542,Guayaquil,Staff,8.9,DC Suites Aeropuerto,8.1
543,Guayaquil,Facilities,8.0,DC Suites Aeropuerto,8.1
544,Guayaquil,Cleanliness,8.6,DC Suites Aeropuerto,8.1
545,Guayaquil,Comfort,8.4,DC Suites Aeropuerto,8.1
546,Guayaquil,Value for money,8.3,DC Suites Aeropuerto,8.1
547,Guayaquil,Location,8.6,DC Suites Aeropuerto,8.1
548,Guayaquil,Free WiFi,8.7,DC Suites Aeropuerto,8.1
549,Guayaquil,Staff,8.3,Airport Hotel,7.8
550,Guayaquil,Facilities,7.7,Airport Hotel,7.8
551,Guayaquil,Cleanliness,8.2,Airport Hotel,7.8
552,Guayaquil,Comfort,8.0,Airport Hotel,7.8
553,Guayaquil,Value for money,7.8,Airport Hotel,7.8
554,Guayaquil,Location,8.9,Airport Hotel,7.8
555,Guayaquil,Free WiFi,7.2,Airport Hotel,7.8
556,Guayaquil,Staff,8.9,Hotel Puerto Pacifico Guayaquil Airport,8.4
557,Guayaquil,Facilities,8.5,Hotel Puerto Pacifico Guayaquil Airport,8.4
558,Guayaquil,Cleanliness,8.9,Hotel Puerto Pacifico Guayaquil Airport,8.4
559,Guayaquil,Comfort,8.8,Hotel Puerto Pacifico Guayaquil Airport,8.4
560,Guayaquil,Value for money,8.2,Hotel Puerto Pacifico Guayaquil Airport,8.4
561,Guayaquil,Location,8.8,Hotel Puerto Pacifico Guayaquil Airport,8.4
562,Guayaquil,Free WiFi,7.9,Hotel Puerto Pacifico Guayaquil Airport,8.4
563,Guayaquil,Staff,8.7,Hilton Colon Guayaquil Hotel,8.6
564,Guayaquil,Facilities,8.8,Hilton Colon Guayaquil Hotel,8.6
565,Guayaquil,Cleanliness,9.1,Hilton Colon Guayaquil Hotel,8.6
566,Guayaquil,Comfort,9.2,Hilton Colon Guayaquil Hotel,8.6
567,Guayaquil,Value for money,8.3,Hilton Colon Guayaquil Hotel,8.6
568,Guayaquil,Location,9.1,Hilton Colon Guayaquil Hotel,8.6
569,Guayaquil,Free WiFi,8.4,Hilton Colon Guayaquil Hotel,8.6
570,Guayaquil,Staff,8.8,Pepe's House Guayaquil I Self Check-In MicroHotel,8.4
571,Guayaquil,Facilities,8.3,Pepe's House Guayaquil I Self Check-In MicroHotel,8.4
572,Guayaquil,Cleanliness,8.8,Pepe's House Guayaquil I Self Check-In MicroHotel,8.4
573,Guayaquil,Comfort,8.8,Pepe's House Guayaquil I Self Check-In MicroHotel,8.4
574,Guayaquil,Value for money,8.5,Pepe's House Guayaquil I Self Check-In MicroHotel,8.4
575,Guayaquil,Location,9.0,Pepe's House Guayaquil I Self Check-In MicroHotel,8.4
576,Guayaquil,Free WiFi,9.4,Pepe's House Guayaquil I Self Check-In MicroHotel,8.4
577,Guayaquil,Staff,8.6,Hotel Ramada,7.9
578,Guayaquil,Facilities,7.8,Hotel Ramada,7.9
579,Guayaquil,Cleanliness,8.3,Hotel Ramada,7.9
580,Guayaquil,Comfort,8.3,Hotel Ramada,7.9
581,Guayaquil,Value for money,7.8,Hotel Ramada,7.9
582,Guayaquil,Location,9.1,Hotel Ramada,7.9
583,Guayaquil,Free WiFi,8.2,Hotel Ramada,7.9
584,Guayaquil,Staff,8.4,Hotel Patrimonial by Greenfield,8.4
585,Guayaquil,Facilities,8.4,Hotel Patrimonial by Greenfield,8.4
586,Guayaquil,Cleanliness,8.7,Hotel Patrimonial by Greenfield,8.4
587,Guayaquil,Comfort,8.8,Hotel Patrimonial by Greenfield,8.4
588,Guayaquil,Value for money,8.6,Hotel Patrimonial by Greenfield,8.4
589,Guayaquil,Location,8.4,Hotel Patrimonial by Greenfield,8.4
590,Guayaquil,Free WiFi,8.7,Hotel Patrimonial by Greenfield,8.4
591,Guayaquil,Staff,8.7,Hotel Marcelius,8.3
592,Guayaquil,Facilities,8.3,Hotel Marcelius,8.3
593,Guayaquil,Cleanliness,8.7,Hotel Marcelius,8.3
594,Guayaquil,Comfort,8.6,Hotel Marcelius,8.3
595,Guayaquil,Value for money,8.2,Hotel Marcelius,8.3
596,Guayaquil,Location,8.7,Hotel Marcelius,8.3
597,Guayaquil,Free WiFi,7.9,Hotel Marcelius,8.3
598,Guayaquil,Staff,9.3,Hotel Boutique Mansion Del Rio,8.6
599,Guayaquil,Facilities,8.5,Hotel Boutique Mansion Del Rio,8.6
600,Guayaquil,Cleanliness,8.7,Hotel Boutique Mansion Del Rio,8.6
601,Guayaquil,Comfort,8.8,Hotel Boutique Mansion Del Rio,8.6
602,Guayaquil,Value for money,8.6,Hotel Boutique Mansion Del Rio,8.6
603,Guayaquil,Location,9.4,Hotel Boutique Mansion Del Rio,8.6
604,Guayaquil,Free WiFi,8.8,Hotel Boutique Mansion Del Rio,8.6
605,Guayaquil,Staff,8.9,Manso Boutique Guest House,8.0
606,Guayaquil,Facilities,7.9,Manso Boutique Guest House,8.0
607,Guayaquil,Cleanliness,8.1,Manso Boutique Guest House,8.0
608,Guayaquil,Comfort,8.1,Manso Boutique Guest House,8.0
609,Guayaquil,Value for money,8.2,Manso Boutique Guest House,8.0
610,Guayaquil,Location,9.4,Manso Boutique Guest House,8.0
611,Guayaquil,Free WiFi,8.5,Manso Boutique Guest House,8.0